Date_________JDUT     R.A.___(ICRF)___DEC            delta      deldot
**********************************************************************
$$SOE
2458671.500000000     137.49256  15.98203 1.73154344423338  -0.4613609
2458672.500000000     138.45345  15.68587 1.73127601128649  -0.4645866
2458673.500000000     139.41160  15.38550 1.73100690153175  -0.4671515
2458674.500000000     140.36703  15.08101 1.73073652061873  -0.4689791
2458675.500000000     141.31976  14.77252 1.73046530668336  -0.4700327
2458676.500000000     142.26983  14.46010 1.73019370919856  -0.4703092
2458677.500000000     143.21726  14.14387 1.72992217127861  -0.4698324
2458678.500000000     144.16210  13.82391 1.72965111580185  -0.4686476
2458679.500000000     145.10440  13.50032 1.72938093481869  -0.4668155
2458680.500000000     146.04421  13.17319 1.72911198180784  -0.4644082
2458681.500000000     146.98157  12.84263 1.72884456672412  -0.4615033
2458682.500000000     147.91654  12.50872 1.72857895368083  -0.4581817
2458683.500000000     148.84917  12.17157 1.72831536146976  -0.4545171
2458684.500000000     149.77954  11.83126 1.72805396444208  -0.4505937
2458685.500000000     150.70770  11.48788 1.72779489276673  -0.4464762
2458686.500000000     151.63371  11.14154 1.72753823975469  -0.4422290
2458687.500000000     152.55764  10.79233 1.72728406236177  -0.4379138
2458688.500000000     153.47955  10.44034 1.72703238225721  -0.4335918
2458689.500000000     154.39951  10.08566 1.72678318570369  -0.4293248
2458690.500000000     155.31759   9.72839 1.72653642170209  -0.4251798
2458691.500000000     156.23386   9.36862 1.72629200028327  -0.4212227
2458692.500000000     157.14838   9.00644 1.72604979141769  -0.4175318
2458693.500000000     158.06123   8.64195 1.72580962341949  -0.4141647
2458694.500000000     158.97246   8.27525 1.72557129644761  -0.4111607
2458695.500000000     159.88216   7.90642 1.72533459857268  -0.4085191
2458696.500000000     160.79038   7.53557 1.72509933357309  -0.4061844
2458697.500000000     161.69712   7.16273 1.72486469434164  -0.4040371
2458698.500000000     162.60256   6.78812 1.72463194178460  -0.4019108
2458699.500000000     163.50672   6.41178 1.72440045934358  -0.3996055
2458700.500000000     164.40964   6.03381 1.72417040505293  -0.3969365
2458701.500000000     165.31140   5.65430 1.72394203644388  -0.3937458
2458702.500000000     166.21206   5.27337 1.72371568940624  -0.3899223
2458703.500000000     167.11170   4.89110 1.72349174938195  -0.3854032
2458704.500000000     168.01038   4.50760 1.72327062794893  -0.3801611
2458705.500000000     168.90819   4.12296 1.72305274193483  -0.3742014
2458706.500000000     169.80521   3.73728 1.72283850057273  -0.3675465
2458707.500000000     170.70151   3.35065 1.72262829518657  -0.3602346
2458708.500000000     171.59719   2.96317 1.72242249093458  -0.3523137
2458709.500000000     172.49232   2.57493 1.72222142511735  -0.3438361
2458710.500000000     173.38700   2.18603 1.72202540167829  -0.3348643
2458711.500000000     174.28131   1.79656 1.72183468783275  -0.3254609
2458712.500000000     175.17534   1.40661 1.72164951355282  -0.3156934
2458713.500000000     176.06919   1.01627 1.72147007038807  -0.3056286
2458714.500000000     176.96294   0.62564 1.72129650944962  -0.2953338
2458715.500000000     177.85668   0.23481 1.72112894445311  -0.2848778
2458716.500000000     178.75050  -0.15613 1.72096744849449  -0.2743307
2458717.500000000     179.64450  -0.54708 1.72081205383687  -0.2637633
2458718.500000000     180.53876  -0.93796 1.72066274989256  -0.2532530
2458719.500000000     181.43337  -1.32867 1.72051948069753  -0.2428807
2458720.500000000     182.32842  -1.71913 1.72038214124913  -0.2327351
2458721.500000000     183.22400  -2.10923 1.72025057419838  -0.2229068
2458722.500000000     184.12020  -2.49888 1.72012457227083  -0.2134770
2458723.500000000     185.01709  -2.88800 1.72000388694777  -0.2045033
2458724.500000000     185.91475  -3.27648 1.71988824835576  -0.1959985
2458725.500000000     186.81327  -3.66422 1.71977739690678  -0.1879125
2458726.500000000     187.71271  -4.05114 1.71967112248765  -0.1801241
2458727.500000000     188.61315  -4.43712 1.71956930172949  -0.1724582
2458728.500000000     189.51462  -4.82212 1.71947082775914  -0.1647098
2458729.500000000     190.41725  -5.20592 1.71937799024937  -0.1567030
2458730.500000000     191.32107  -5.58849 1.71928989231067  -0.1482769
2458731.500000000     192.22616  -5.96972 1.71920680852192  -0.1393270
2458732.500000000     193.13259  -6.34951 1.71912906020641  -0.1297952
2458733.500000000     194.04044  -6.72775 1.71905699330213  -0.1196523
2458734.500000000     194.94976  -7.10435 1.71899095879780  -0.1089082
2458735.500000000     195.86064  -7.47921 1.71893129853807  -0.0975843
2458736.500000000     196.77316  -7.85223 1.71887834108955  -0.0857030
2458737.500000000     197.68738  -8.22330 1.71883239920666  -0.0732973
2458738.500000000     198.60339  -8.59234 1.71879376475915  -0.0604063
2458739.500000000     199.52125  -8.95923 1.71876270556535  -0.0470738
2458740.500000000     200.44105  -9.32389 1.71873946289086  -0.0333489
2458741.500000000     201.36285  -9.68622 1.71872424727030  -0.0192877
2458742.500000000     202.28673 -10.04612 1.71871723574793  -0.0049513
2458743.500000000     203.21276 -10.40348 1.71871856783383   0.0095931
2458744.500000000     204.14102 -10.75822 1.71872834326813   0.0242725
2458745.500000000     205.07156 -11.11024 1.71874661752297   0.0390094
2458746.500000000     206.00446 -11.45943 1.71877340029699   0.0537208
2458747.500000000     206.93979 -11.80571 1.71880865146724   0.0683171
2458748.500000000     207.87761 -12.14897 1.71885227645948   0.0827004
2458749.500000000     208.81797 -12.48911 1.71890412254769   0.0967678
2458750.500000000     209.76095 -12.82604 1.71896397720895   0.1104148
2458751.500000000     210.70659 -13.15966 1.71903156958384   0.1235477
2458752.500000000     211.65493 -13.48987 1.71910658184406   0.1361003
2458753.500000000     212.60603 -13.81656 1.71918867083929   0.1480545
2458754.500000000     213.55993 -14.13964 1.71927750092873   0.1594565
2458755.500000000     214.51665 -14.45900 1.71937278323634   0.1704214
2458756.500000000     215.47622 -14.77453 1.71947431215839   0.1811178
2458757.500000000     216.43866 -15.08613 1.71958198755842   0.1917371
2458758.500000000     217.40389 -15.39362 1.71969477984419   0.2024718
2458759.500000000     218.37215 -15.69705 1.71981487279051   0.2134347
2458760.500000000     219.34333 -15.99623 1.71994139673402   0.2247522
2458761.500000000     220.31746 -16.29106 1.72007457540686   0.2364822
2458762.500000000     221.29454 -16.58144 1.72021465430917   0.2486484
2458763.500000000     222.27460 -16.86727 1.72036188652667   0.2612536
2458764.500000000     223.25764 -17.14844 1.72051652703269   0.2742982
2458765.500000000     224.24367 -17.42486 1.72067882562981   0.2877687
2458766.500000000     225.23271 -17.69643 1.72084902103937   0.3016426
2458767.500000000     226.22474 -17.96305 1.72102734328008   0.3159045
2458768.500000000     227.21978 -18.22463 1.72121400771032   0.3305228
2458769.500000000     228.21783 -18.48107 1.72140921028469   0.3454637
2458770.500000000     229.21888 -18.73229 1.72161312465148   0.3606811
2458771.500000000     230.22292 -18.97818 1.72182589534376   0.3761213
2458772.500000000     231.22995 -19.21866 1.72204763300701   0.3917189
2458773.500000000     232.23996 -19.45364 1.72227840615233   0.4073951
2458774.500000000     233.25293 -19.68303 1.72251823520666   0.4230617
2458775.500000000     234.26885 -19.90674 1.72276708478130   0.4386169
2458776.500000000     235.28768 -20.12470 1.72302486448426   0.4539629
2458777.500000000     236.30941 -20.33681 1.72329141918784   0.4689845
2458778.500000000     237.33400 -20.54299 1.72356652837438   0.4835652
2458779.500000000     238.36141 -20.74317 1.72384990582853   0.4975983
2458780.500000000     239.39161 -20.93726 1.72414120680439   0.5109884
2458781.500000000     240.42454 -21.12519 1.72444003981282   0.5236729
2458782.500000000     241.46015 -21.30686 1.72474599015897   0.5356364
2458783.500000000     242.49836 -21.48222 1.72505865139905   0.5469239
2458784.500000000     243.53912 -21.65118 1.72537766110005   0.5576414
2458785.500000000     244.58234 -21.81366 1.72570273186987   0.5679397
2458786.500000000     245.62794 -21.96960 1.72603367048591   0.5779889
2458787.500000000     246.67582 -22.11892 1.72637038164800   0.5879534
2458788.500000000     247.72590 -22.26156 1.72671285707836   0.5979698
2458789.500000000     248.77811 -22.39748 1.72706311091815   0.6081343
2458790.500000000     249.83230 -22.52656 1.72741734076423   0.6185128
2458791.500000000     250.88841 -22.64877 1.72777763661123   0.6291438
2458792.500000000     251.94632 -22.76405 1.72814415057581   0.6400469
2458793.500000000     253.00595 -22.87236 1.72851704295694   0.6512316
2458794.500000000     254.06719 -22.97364 1.72889647800869   0.6627056
2458795.500000000     255.12994 -23.06785 1.72928262258076   0.6744624
2458796.500000000     256.19409 -23.15494 1.72967563946401   0.6865019
2458797.500000000     257.25954 -23.23488 1.73007569007698   0.6988165
2458798.500000000     258.32617 -23.30764 1.73048292897454   0.7113895
2458799.500000000     259.39389 -23.37317 1.73089749758237   0.7241910
2458800.500000000     260.46258 -23.43146 1.73131951519238   0.7371742
2458801.500000000     261.53213 -23.48247 1.73174906941146   0.7502757
2458802.500000000     262.60244 -23.52618 1.73218620348265   0.7634060
2458803.500000000     263.67340 -23.56258 1.73263090638559   0.7764661
2458804.500000000     264.74489 -23.59165 1.73308310414979   0.7893387
2458805.500000000     265.81681 -23.61338 1.73354265297337   0.8019000
2458806.500000000     266.88904 -23.62775 1.73400933687132   0.8140250
2458807.500000000     267.96148 -23.63477 1.73448286829441   0.8255923
2458808.500000000     269.03400 -23.63443 1.73496289381955   0.8364967
2458809.500000000     270.10650 -23.62673 1.73544900525193   0.8466550
2458810.500000000     271.17884 -23.61167 1.73594075589298   0.8560192
2458811.500000000     272.25091 -23.58926 1.73643768373954   0.8645861
2458812.500000000     273.32257 -23.55952 1.73693933934166   0.8724022
2458813.500000000     274.39371 -23.52244 1.73744531396818   0.8795608
2458814.500000000     275.46420 -23.47806 1.73795526337198   0.8861890
2458815.500000000     276.53389 -23.42638 1.73846892242195   0.8924305
2458816.500000000     277.60266 -23.36744 1.73898610867764   0.8984250
2458817.500000000     278.67039 -23.30125 1.73950671573650   0.9042944
2458818.500000000     279.73696 -23.22785 1.74003070071357   0.9101376
2458819.500000000     280.80223 -23.14728 1.74055806958934   0.9160202
2458820.500000000     281.86609 -23.05957 1.74108886050813   0.9219945
2458821.500000000     282.92843 -22.96476 1.74162313753845   0.9280963
2458822.500000000     283.98915 -22.86289 1.74216098304431   0.9343552
2458823.500000000     285.04812 -22.75402 1.74270249248889   0.9407877
2458824.500000000     286.10526 -22.63819 1.74324777326152   0.9474176
2458825.500000000     287.16047 -22.51546 1.74379694508029   0.9542653
2458826.500000000     288.21365 -22.38588 1.74435013771198   0.9613416
2458827.500000000     289.26471 -22.24951 1.74490748549073   0.9686531
2458828.500000000     290.31358 -22.10642 1.74546912219819   0.9761898
2458829.500000000     291.36018 -21.95666 1.74603517020789   0.9839200
2458830.500000000     292.40443 -21.80030 1.74660572307883   0.9917763
2458831.500000000     293.44628 -21.63742 1.74718082901815   0.9996702
2458832.500000000     294.48566 -21.46807 1.74776047552461   1.0074760
2458833.500000000     295.52251 -21.29234 1.74834457280755   1.0150580
2458834.500000000     296.55679 -21.11029 1.74893294941313   1.0222701
2458835.500000000     297.58844 -20.92201 1.74952535073520   1.0289727
2458836.500000000     298.61743 -20.72756 1.75012144640441   1.0350444
2458837.500000000     299.64370 -20.52702 1.75072084292866   1.0403894
2458838.500000000     300.66722 -20.32049 1.75132310074410   1.0449448
2458839.500000000     301.68794 -20.10803 1.75192775404930   1.0486829
2458840.500000000     302.70582 -19.88973 1.75253433029104   1.0516090
2458841.500000000     303.72083 -19.66568 1.75314237602046   1.0537820
2458842.500000000     304.73293 -19.43596 1.75375147622971   1.0552762
2458843.500000000     305.74208 -19.20067 1.75436126778569   1.0561944
2458844.500000000     306.74826 -18.95990 1.75497145093984   1.0566517
2458845.500000000     307.75142 -18.71373 1.75558179271583   1.0567621
2458846.500000000     308.75155 -18.46226 1.75619212558215   1.0566365
2458847.500000000     309.74863 -18.20559 1.75680233756982   1.0563579
2458848.500000000     310.74263 -17.94381 1.75741236207961   1.0559985
2458849.500000000     311.73356 -17.67702 1.75802217146122   1.0556222
2458850.500000000     312.72140 -17.40532 1.75863177045742   1.0552775
2458851.500000000     313.70615 -17.12881 1.75924118842707   1.0550035
2458852.500000000     314.68781 -16.84758 1.75985048099318   1.0548490
2458853.500000000     315.66640 -16.56174 1.76045972532843   1.0548425
$$EOE
*******************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date. Calendar dates prior to 1582-Oct-15 are in the
Julian calendar system. Later calendar dates are in the Gregorian system.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 'R.A.___(ICRF)___DEC' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}
 
 'delta      deldot' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S


 Computations by ...
